Hotel_Name,Hotel_Address,Additional_Number_of_Scoring,Average_Score,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,lat,lng
Park Hotel,Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,297,8.3,14137,2027,11226,52.3613814,4.8832594
NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,241,7.7,9598,1574,5339,52.3630682,4.8794451
DO CO Hotel Vienna,Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,81,9,2241,720,2515,48.2082385,16.3715725
Hotel Am Stephansplatz,Stephansplatz 9 01 Innere Stadt 1010 Vienna Austria,62,9.3,1245,520,3071,48.2087646,16.3721138
The Savoy,Strand Westminster Borough London WC2R 0EU United Kingdom,315,9.4,7678,1021,10075,51.5111922,-0.1194006
The May Fair Hotel,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,581,8.4,16081,1994,11900,51.5078943,-0.1436707
Best Western Hotel Pension Arenberg Wien Zentrum,Stubenring 2 01 Innere Stadt 1010 Vienna Austria,88,7.7,6938,1238,3194,48.2107358,16.382147
Hotel Stefanie,Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,404,9.1,9639,3883,19547,48.2142766,16.3801779
Hotel City Central,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,211,8.6,6799,2923,12028,NA,NA
Amba Hotel Charing Cross,The Strand Westminster Borough London WC2N 5HX United Kingdom,359,9.3,9858,1694,18925,51.508236,-0.1261963
Hotel Das Tigra,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,153,8.9,4876,1817,7503,48.2121772,16.3680771
Holiday Inn London Brent Cross,Tilling Road London NW2 1LP United Kingdom,269,7.9,6956,835,5712,51.5731061,-0.2233332
Bermondsey Square Hotel A Bespoke Hotel,Tower Bridge Road Southwark London SE1 3UN United Kingdom,220,8.3,7486,844,7031,51.4991134,-0.0790969
Courtyard by Marriott Vienna Prater Messe,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,8.7,3169,1766,3350,48.2130607,16.4133973
NH Barcelona Stadium,Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain,111,8.1,2264,1257,2769,41.3812574,2.1269078
Imperial Riding School Renaissance Vienna Hotel,Ungargasse 60 03 Landstra e 1030 Vienna Austria,116,8.1,6702,1395,4906,48.1966396,16.3863822
Aparthotel Adagio Vienna City,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,169,8.1,7563,1787,6512,48.2110845,16.3838405
Mercure Barcelona Condor,V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,38,8,1129,434,810,41.3999934,2.1452467
H10 Cubik 4 Sup,V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,206,9.3,5019,1398,9788,41.388024,2.1731556
Sunotel Club Central,Valencia 157 Eixample 08011 Barcelona Spain,230,8.2,7503,2836,8040,41.38793,2.1568061
Conservatorium Hotel,Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,115,9.2,2531,592,2681,52.358631,4.8786236
NH Amsterdam Zuid,Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,148,7.8,5672,1245,3854,52.3266672,4.8800884
Hotel Tocq,Via A de Tocqueville 7 D Garibaldi Station 20154 Milan Italy,10,8.6,768,189,975,45.4828787,9.186346
The Square Milano Duomo,Via Albricci 2 4 Milan City Center 20122 Milan Italy,493,9,9877,4192,16273,45.4608604,9.1890215
Mandarin Oriental Milan,Via Andegari 9 Milan City Center 20121 Milan Italy,33,9.2,595,186,396,45.4694772,9.1909325
Art Hotel Navigli,Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy,199,8.6,5494,3636,8099,45.4501306,9.1696481
Hotel Balmoral,Via Augusta 5 08006 Barcelona Spain,92,8.3,2536,1023,2295,41.3961294,2.1551626
Brunelleschi Hotel,Via Baracchini 12 Milan City Center 20123 Milan Italy,311,8.3,8238,3720,7936,45.461177,9.191047
Camperio House Suites Apartments,Via Camperio 9 Milan City Center 20123 Milan Italy,67,8.9,1951,567,3097,45.466598,9.183064
TownHouse 33,Via Carlo Goldoni 33 Citt Studi 20129 Milan Italy,39,8.2,984,362,1113,45.4693349,9.2142383
Hotel Regina,Via Cesare Correnti 13 Milan City Center 20123 Milan Italy,23,8.4,566,285,1095,45.459485,9.179511
Hotel Capitol Milano,Via Cimarosa 6 Fiera Milano City 20144 Milan Italy,59,8.3,966,584,1122,45.4661781,9.1588367
Hotel Clerici,Via Clerici 11 Milan City Center 20121 Milan Italy,48,9,1683,517,2655,45.4667717,9.1871001
UNA Hotel Cusani,Via Cusani 13 Milan City Center 20121 Milan Italy,176,8.8,3514,1606,5169,45.4684251,9.1834161
Hotel Pierre Milano,Via De Amicis 32 Milan City Center 20123 Milan Italy,44,7.5,1379,397,936,45.4595203,9.1770004
MiHotel,Via Dei Fontanili 26 Ripamonti Corvetto 20141 Milan Italy,14,7.8,396,319,230,45.4405621,9.1921165
Hotel Milano Scala,Via dell Orso 7 Milan City Center 20121 Milan Italy,134,8.8,3263,1274,5483,45.4689376,9.1868891
IH Hotels Milano Gioia,Via della Giustizia 10 D Bicocca Zara 20125 Milan Italy,221,7.5,12136,3811,6959,45.49952,9.206138
Style Hotel,Via delle Erbe 1 Milan City Center 20121 Milan Italy,23,7.7,1278,305,1135,45.4708973,9.1840992
Andreola Central Hotel,Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,106,8.3,3408,1135,4388,45.4836517,9.2078581
Hotel Bristol,Via Domenico Scarlatti 32 Central Station 20124 Milan Italy,37,8,1189,516,971,45.4845769,9.2065256
Admiral Hotel,Via Domodossola 16 Fiera Milano City 20145 Milan Italy,14,7.3,596,330,562,45.480515,9.160063
UNA Hotel Century,Via Fabio Filzi 25 B Central Station 20124 Milan Italy,224,8.6,5463,2351,7281,45.4841371,9.2001623
Hotel Marconi,Via Fabio Filzi 3 Central Station 20124 Milan Italy,141,8.3,4880,1806,4916,45.4868744,9.2018407
Hotel Cavour,Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,233,8.5,5220,2463,6464,45.4726942,9.1943911
Best Western Plus Hotel Felice Casati,Via Felice Casati 18 Central Station 20124 Milan Italy,174,8.4,4874,1817,5844,45.4787357,9.2041131
Nu Hotel,Via Feltre 19 B Citt Studi 20132 Milan Italy,64,8.9,1633,1032,2471,45.4911829,9.2393614
Hotel Magna Pars Small Luxury Hotels of the World,Via Forcella 6 Navigli 20144 Milan Italy,50,9,1279,454,1656,45.4524879,9.1669784
Mercure Milano Regency,Via G Arimondi 12 Sempione 20155 Milan Italy,19,7.7,570,252,497,45.4897688,9.1549451
Hotel Auriga,Via G B Pirelli 7 Central Station 20124 Milan Italy,113,8.2,3569,1299,4276,45.4858877,9.2042827
Hotel Portello Gruppo Minihotel,Via G Silva 12 Fiera Milano City 20149 Milan Italy,61,7.8,925,1197,1251,45.4802503,9.1494925
Idea Hotel Milano San Siro,Via Gaetano Airaghi 125 20153 Milan Italy,229,6.9,15365,5742,5517,45.4720654,9.0777871
Windsor Hotel Milano,Via Galileo Galilei 2 Central Station 20124 Milan Italy,207,8.5,9036,2601,8711,45.4794587,9.1951427
Four Points Sheraton Milan Center,Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,76,8.2,2132,740,2349,45.4851889,9.198015
Four Seasons Hotel Milano,Via Ges 6 8 Milan City Center 20121 Milan Italy,46,9.1,915,221,501,45.469339,9.195108
IH Hotels Milano Watt 13,Via Giacomo Watt 13 Famagosta 20143 Milan Italy,85,7.6,4072,2122,2665,45.443791,9.152947
LaGare Hotel Milano Centrale MGallery by Sofitel,Via Gian Battista Pirelli 20 Central Station 20124 Milan Italy,283,8.7,10350,2678,9563,45.484237,9.198858
Barcel Milan,Via Giorgio Stephenson 55 20157 Milan Italy,127,8.1,6790,3228,3241,45.51152,9.1241306
UNA Hotel Scandinavia,Via Giovanni Battista Fauch Sempione 20154 Milan Italy,31,8.5,1245,579,1363,45.4859983,9.1637603
Acca Palace,Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,102,8.5,3740,1886,4514,45.5099969,9.1739942
Sina De La Ville,Via Hoepli 6 Milan City Center 20121 Milan Italy,153,8.2,4410,1718,4031,45.465957,9.192297
UNA Hotel Mediterraneo,Via L Muratori 14 Porta Romana 20135 Milan Italy,60,8.2,1410,1088,1441,45.451873,9.20548
Hotel La Spezia Gruppo MiniHotel,Via La Spezia 25 Famagosta 20142 Milan Italy,23,8.4,512,507,426,45.4408963,9.1728003
Exe Laietana Palace,Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,177,7.9,9891,2045,6582,41.3833541,2.1794038
Grand Hotel Central,Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,153,8.9,4911,988,6215,41.3849695,2.1776631
Ilunion Almirante,Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,144,7.1,7008,1484,3509,41.3860521,2.176157
Ohla Barcelona,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,163,9,6906,1346,7966,41.3870479,2.174336
Barcelona Hotel Colonial,Via Layetana 3 Ciutat Vella 08003 Barcelona Spain,31,7.8,1202,287,904,41.3822909,2.1807447
NH Milano Machiavelli,Via Lazzaretto 5 Central Station 20124 Milan Italy,96,8.4,2439,1119,3343,45.4776167,9.2016244
Hotel Sanpi Milano,Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,64,8.5,1978,904,3053,45.4777623,9.203169
Best Western Hotel Ascot,Via Lentasio 3 Milan City Center 20122 Milan Italy,172,7.7,4057,1741,3240,45.4580137,9.1913676
Ca Bianca Hotel Corte Del Naviglio,Via Lodovico Il Moro 117 Navigli 20143 Milan Italy,33,7.7,1393,1319,1410,45.443502,9.1377081
IH Hotels Milano Lorenteggio,Via Lorenteggio 278 Lorenteggio 20152 Milan Italy,99,7,4141,2181,2144,45.4436132,9.1161094
Hilton Garden Inn Milan North,Via Lucio Giunio Columella 36 Distretto Viale Monza 20128 Milan Italy,228,8.3,9038,3613,7402,45.5161671,9.2272778
DoubleTree By Hilton Milan,Via Ludovico Di Breme 77 Certosa 20156 Milan Italy,20,8.1,1205,277,551,45.5005657,9.1383663
Hilton Milan,Via Luigi Galvani 12 Central Station 20124 Milan Italy,143,8.2,4407,988,3469,45.4862032,9.200322
Hotel Wagner,Via M Buonarroti 13 Fiera Milano City 20149 Milan Italy,10,8,45,135,148,45.4684949,9.1550355
Hotel Boutique Duomo,Via Mac Mahon 45 Sempione 20155 Milan Italy,34,7.5,1863,491,1127,45.4909585,9.1614268
Hotel Manin,Via Manin 7 Milan City Center 20121 Milan Italy,175,8.4,3379,1757,3654,45.4739801,9.1960671
Grand Hotel et de Milan,Via Manzoni 29 Milan City Center 20121 Milan Italy,65,9.1,824,451,1249,45.4699058,9.1925024
Armani Hotel Milano,Via Manzoni 31 Milan City Center 20121 Milan Italy,153,9.2,1709,835,2136,45.470532,9.19302
Meli Milano,Via Masaccio 19 Fiera Milano City 20149 Milan Italy,86,8.3,3056,984,1588,45.4792738,9.1459546
Hotel Mediolanum,Via Mauro Macchi 1 Central Station 20124 Milan Italy,65,8.4,1533,885,2236,45.4813423,9.2039494
UNA Maison Milano,Via Mazzini 4 Milan City Center 20123 Milan Italy,133,9.3,3076,1108,6587,45.4633289,9.1884242
Novotel Milano Linate Aeroporto,Via Mecenate 121 20138 Milan Italy,105,8,3641,1607,3408,45.4481878,9.2570459
Hotel Carrobbio,Via Medici 3 Milan City Center 20123 Milan Italy,67,8,2535,888,2158,45.4606597,9.1810947
NH Milano Grand Hotel Verdi,Via Melchiorre Gioia 6 Garibaldi Station 20124 Milan Italy,90,8.2,2329,1178,2701,45.4814923,9.192023
Crowne Plaza Milan City,Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,121,8.5,2131,838,2945,45.4896727,9.2006406
Leonardo Hotel Milan City Center,Via Messina 10 Sempione 20154 Milan Italy,81,8.2,3047,1018,2412,45.482442,9.1756982
Petit Palais Hotel De Charme,Via Molino Delle Armi 1 Angolo Corso Italia Milan City Center 20123 Milan Italy,37,8.5,1492,422,1729,45.4559784,9.1871812
Mokinba Hotels Montebianco,Via Monte Rosa 90 Fiera Milano City 20149 Milan Italy,43,7.5,1160,761,591,45.4788051,9.1446276
Hotel Mentana,Via Morigi 2 Milan City Center 20123 Milan Italy,69,7.4,2349,974,2504,45.4622972,9.1814695
Atahotel Contessa Jolanda,Via Murat 21 Niguarda 20159 Milan Italy,76,7.5,2406,1559,1728,45.4984161,9.1904375
Hotel Berna,Via Napo Torriani 18 Central Station 20124 Milan Italy,384,9.2,8562,4017,27187,45.4826692,9.2034371
Best Western Atlantic Hotel,Via Napo Torriani 24 Central Station 20124 Milan Italy,170,8.5,4119,1738,5364,45.4830211,9.2033246
LHP Hotel Napoleon,Via Ozanam 12 Citt Studi 20129 Milan Italy,36,8.3,1334,599,1514,45.4802415,9.2131919
Ibis Styles Milano Palmanova,Via Palmanova 153 20132 Milan Italy,12,6.7,403,207,244,45.5045259,9.246461
Mokinba Hotels Baviera,Via Panfilo Castaldi 7 Central Station 20124 Milan Italy,85,7.7,3403,1240,2020,45.4782808,9.1997755
Hotel Vittoria,Via Pietro Calvi 32 P Vittoria 20129 Milan Italy,49,8.1,1670,676,1736,45.463135,9.2102
Starhotels Business Palace,Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy,269,8.1,11168,5265,8204,45.43784,9.230901
Hotel Mercure Milano Solari,Via Pietro Orseolo 1 Navigli 20144 Milan Italy,58,8.3,1540,918,1185,45.4565757,9.1684824
ADI Hotel Poliziano Fiera,Via Poliziano 11 Sempione 20154 Milan Italy,39,8.2,2923,775,2710,45.4837173,9.1649371
Bulgari Hotel Milano,Via Privata Fratelli Gabba 7 B Milan City Center 20121 Milan Italy,32,9.2,295,136,354,45.4701334,9.1897405
Best Western Madison Hotel,Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,171,8.4,5401,2189,6717,45.4881471,9.2016609
The Hub Hotel,Via Privata Polonia 10 20157 Milan Italy,42,7.7,2036,1160,1285,45.5138582,9.1194759
Hotel Silver,Via Riccardo Lombardi 9 11 20153 Milan Italy,18,8.4,334,213,408,45.4589731,9.0687506
Colombia,Via Roberto Lepetit 15 Central Station 20124 Milan Italy,74,8.3,1911,1114,2853,45.4829817,9.2041911
Antares Hotel Rubens,Via Rubens 21 San Siro 20148 Milan Italy,54,8.5,1420,1231,2524,45.4670579,9.1427822
STRAF a Member of Design Hotels ,Via San Raffaele 3 Milan City Center 20121 Milan Italy,112,8.3,4231,1062,3335,45.465237,9.191247
Sina The Gray,Via San Raffaele 6 Milan City Center 20121 Milan Italy,44,8.3,1695,346,1234,45.4655368,9.1914986
Antica Locanda Dei Mercanti,Via San Tomaso 6 Milan City Center 20121 Milan Italy,40,9,1138,333,2228,45.467298,9.1846982
Palazzo Segreti,Via San Tomaso 8 b Milan City Center 20121 Milan Italy,45,8.9,903,392,1276,45.4672309,9.184154
Hotel Santa Marta Suites,Via Santa Marta 4 Milan City Center 20123 Milan Italy,64,9.2,2566,549,4204,45.4630441,9.183607
TH Street Duomo,Via Santa Radegonda 14 Milan City Center 20121 Milan Italy,15,8.2,990,172,518,45.4657568,9.1916674
Uptown Palace,Via Santa Sofia 10 Milan City Center 20122 Milan Italy,325,8.5,7679,2901,7003,45.4574655,9.1919138
Hotel Manzoni,Via Santo Spirito 20 Milan City Center 20121 Milan Italy,108,9.2,1744,956,3615,45.470238,9.195347
Senato Hotel Milano,Via Senato 22 Milan City Center 20121 Milan Italy,116,9,3132,1031,4561,45.4714062,9.1965303
Baglioni Hotel Carlton The Leading Hotels of the World,Via Senato 5 Milan City Center 20121 Milan Italy,99,8.8,2098,775,2378,45.4691663,9.1984454
Hotel Da Vinci,Via Senigallia 6 20161 Milan Italy,904,8.1,50035,16670,33648,45.5331372,9.1711019
TownHouse Duomo,Via Silvio Pellico 2 Milan City Center 20121 Milan Italy,44,8.4,1304,336,1136,45.4648822,9.1893265
TownHouse Galleria,Via Silvio Pellico 8 Milan City Center 20121 Milan Italy,122,8.3,3016,731,2029,45.4657842,9.1895321
Hotel Spadari Al Duomo,Via Spadari 11 Milan City Center 20123 Milan Italy,100,9.3,1552,755,4977,45.463579,9.1869092
Starhotels Ritz,Via Spallanzani 40 Central Station 20129 Milan Italy,353,8.1,12127,4248,10782,45.4779041,9.2094965
Ramada Plaza Milano,Via Stamira D Ancona 27 Distretto Viale Monza 20127 Milan Italy,203,8.4,7450,2612,6537,45.501946,9.2277569
NH Milano Touring,Via Tarchetti 2 Milan City Center 20121 Milan Italy,436,8.4,10260,4568,10816,45.4769167,9.196665
AC Hotel Milano a Marriott Lifestyle Hotel,Via Tazzoli 2 Garibaldi Station 20154 Milan Italy,56,8.3,1374,580,1269,45.4851799,9.1831189
Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,Via Tiziano 6 Fiera Milano City 20145 Milan Italy,48,8.6,626,708,1150,45.4709657,9.1566242
Park Hyatt Milano,Via Tommaso Grossi 1 Milan City Center 20121 Milan Italy,90,9.1,1016,428,1440,45.4654912,9.1889612
Nhow Milan,Via Tortona 35 Navigli 20144 Milan Italy,162,8.6,3009,2286,4363,45.4510425,9.1606536
Holiday Inn Milan Garibaldi Station,Via Ugo Bassi 1 A Ang Via C Farini Garibaldi Station 20159 Milan Italy,45,8.3,666,484,763,45.488764,9.183057
Milan Suite Hotel,Via Varesina 124 Certosa 20156 Milan Italy,69,8.7,1939,933,2791,45.5000245,9.1428722
Klima Hotel Milano Fiere,Via Venezia Giulia 8 20157 Milan Italy,76,8.3,2331,1785,1272,45.5147974,9.116606
Radisson Blu Hotel Milan,Via Villapizzone 24 Certosa 20156 Milan Italy,140,8.2,4819,1626,3544,45.500667,9.1445874
Milan Marriott Hotel,Via Washington 66 Fiera Milano City 20146 Milan Italy,61,7.6,1460,576,1050,45.4611287,9.1542675
ADI Doria Grand Hotel,Viale Andrea Doria 22 Central Station 20124 Milan Italy,69,8.3,2231,896,2869,45.4853717,9.2115837
Starhotels Echo,Viale Andrea Doria 4 Central Station 20124 Milan Italy,379,8.9,7738,3774,11072,45.4847398,9.2072916
Bianca Maria Palace Hotel,Viale Bianca Maria 4 Milan City Center 20129 Milan Italy,231,9,7596,2770,11065,45.4635445,9.2068649
Hotel D Este,Viale Bligny 23 Milan City Center 20136 Milan Italy,96,8.1,1742,1085,1749,45.4510397,9.1920911
Hotel Liberty,Viale Bligny 56 Milan City Center 20136 Milan Italy,26,5.2,2087,465,795,45.4508673,9.1948659
Best Western Hotel Mirage,Viale Certosa 104 106 Certosa 20156 Milan Italy,48,8.5,1113,785,1541,45.4947129,9.1418864
Hotel Raffaello,Viale Certosa 108 Certosa 20156 Milan Italy,44,8.1,1639,824,1693,45.494861,9.141551
Antares Hotel Accademia,Viale Certosa 68 Certosa 20155 Milan Italy,36,8.4,647,415,647,45.4921089,9.1476806
Starhotels Tourist,Viale Fulvio Testi 300 Bicocca Zara 20126 Milan Italy,108,8.5,4349,2135,4727,45.5266395,9.2131549
Grand Visconti Palace,Viale Isonzo 14 Porta Romana 20135 Milan Italy,114,8.6,4122,1536,3393,45.4471408,9.2070051
Best Western Hotel Major,Viale Isonzo 2 Porta Romana 20135 Milan Italy,43,8.1,808,1107,1261,45.4472099,9.2090967
Hotel Lombardia,Viale Lombardia 74 76 Citt Studi 20131 Milan Italy,41,7.9,1446,713,772,45.4872511,9.2237385
NH Milano Palazzo Moscova,Viale Monte Grappa 12 Garibaldi Station 20124 Milan Italy,75,8.2,2152,948,2188,45.480968,9.189977
Best Western Antares Hotel Concorde,Viale Monza 132 Distretto Viale Monza 20127 Milan Italy,53,8.1,2645,984,2053,45.502453,9.2218364
Atahotel Linea Uno,Viale Monza 139 Distretto Viale Monza 20125 Milan Italy,54,8,2098,1199,2115,45.50054,9.2208089
Best Western Hotel Astoria,Viale Murillo 9 Fiera Milano City 20149 Milan Italy,28,7.7,479,507,790,45.4725167,9.1439198
Sheraton Diana Majestic,Viale Piave 42 Milan City Center 20129 Milan Italy,47,7.9,1437,393,1175,45.4736557,9.2066824
Hotel degli Arcimboldi,Viale Sarca 336 Bicocca Zara 20125 Milan Italy,563,8.3,25706,10842,22444,45.5257221,9.2150033
Novotel Milano Nord Ca Granda,Viale Suzzani 13 Bicocca Zara 20162 Milan Italy,31,7.8,996,392,729,45.506502,9.1965192
Best Western Hotel St George,Viale Tunisia 9 Central Station 20124 Milan Italy,132,8.1,5499,1700,5168,45.4770906,9.2054208
NH Carlton Amsterdam,Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,589,7,26482,4231,13789,52.3663727,4.8930505
Albus Hotel Amsterdam City Centre,Vijzelstraat 49 Amsterdam City Center 1017 HE Amsterdam Netherlands,95,8.2,3941,564,3239,52.365823,4.893243
Hotel Vilamar ,Vilamari 34 36 Eixample 08015 Barcelona Spain,113,8.3,3678,1127,3269,41.3766732,2.1524478
Vilana Hotel,Vilana 7 Sarri St Gervasi 08017 Barcelona Spain,30,8.2,773,642,1581,41.4047934,2.1288527
Acevi Villarroel,Villarroel 106 Eixample 08011 Barcelona Spain,235,7.8,8543,2251,5261,41.3853781,2.1567228
Hotel Arkadenhof,Viriotgasse 5 09 Alsergrund 1090 Vienna Austria,18,8.5,297,217,564,48.2307014,16.3552189
Hotel Vondel Amsterdam,Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,248,8,13860,1952,9108,52.3625662,4.8779225
Hotel Pension Baron am Schottentor,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,122,8,3869,1315,4250,NA,NA
Hotel Atlanta,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,214,7.8,7298,2724,6818,NA,NA
Park Inn by Radisson Uno City Vienna,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,8.6,5134,2341,6912,48.2340799,16.4210093
NH Danube City,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,8.4,3737,1380,3429,48.2353789,16.4219737
Strandhotel Alte Donau,Wagramer Stra e 51 22 Donaustadt 1220 Vienna Austria,14,9.1,492,216,890,48.2390022,16.4292329
ARCOTEL Kaiserwasser Superior,Wagramer Stra e 8 22 Donaustadt 1220 Vienna Austria,117,8.6,2809,1257,2474,48.231915,16.417026
Mercure Hotel Raphael Wien,Wallgasse 23 06 Mariahilf 1060 Vienna Austria,80,8.5,3989,1264,2272,48.1919288,16.3391395
Arthotel ANA Boutique Six,Webgasse 23 06 Mariahilf 1060 Vienna Austria,228,8.2,7137,3498,6685,48.1941905,16.3462578
Austria Trend Hotel Anatol Wien,Webgasse 26 06 Mariahilf 1060 Vienna Austria,88,8.8,2123,1324,3516,48.1945774,16.346356
Hotel Kaiserin Elisabeth,Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria,173,9.2,4925,1772,8366,48.2072348,16.372238
Boutique Hotel Notting Hill,Westeinde 26 Amsterdam City Center 1017 ZP Amsterdam Netherlands,404,8.4,13738,2085,13080,52.3583821,4.8988777
Crowne Plaza London Ealing,Western Avenue Ealing London W5 1HG United Kingdom,335,8.5,6124,944,6870,51.5403942,-0.3697581
Good Hotel London,Western Gateway Newham London E16 1FA United Kingdom,258,8.1,13284,1018,10480,51.5084195,0.0253216
Park Plaza Westminster Bridge London,Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,2623,8.7,85727,12158,66532,51.5009609,-0.1165913
Hotel du Vin Cannizaro House Wimbledon,Westside Wimbledon Common Wimbledon London SW19 4UE United Kingdom,153,8.4,6312,476,4129,51.4242413,-0.2293503
Amsterdam Canal Residence,Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands,19,8.3,1695,255,1721,52.3594783,4.895853
